timestamp,service,level,message,response_ms
2026-01-13T13:04:53Z,payments,INFO,Payment authorization completed,191
2026-01-13T13:18:06Z,notifications,INFO,Push notification delivered,72
2026-01-13T13:40:51Z,db,INFO,Connection returned to pool,47
2026-01-13T13:41:13Z,payments,INFO,Payment webhook processed,188
2026-01-13T13:46:29Z,search,INFO,Search result cache hit,167
2026-01-13T14:29:48Z,db,INFO,Replica health check passed,98
2026-01-13T16:02:28Z,search,INFO,Search query completed,181
2026-01-13T16:18:07Z,db,INFO,Connection returned to pool,43
2026-01-13T16:42:05Z,auth,INFO,Identity cache hit,132
2026-01-13T16:50:44Z,payments,INFO,Payment status reconciled,220
2026-01-13T17:07:00Z,api,INFO,HTTP request completed,170
2026-01-13T17:44:18Z,payments,INFO,Payment status reconciled,231
2026-01-13T18:18:02Z,auth,INFO,Session refreshed,141
2026-01-13T18:56:26Z,api,INFO,Response served from cache,128
2026-01-13T19:10:26Z,db,INFO,Connection returned to pool,87
2026-01-13T23:20:35Z,api,INFO,HTTP request completed,170
2026-01-13T23:31:14Z,auth,WARN,Login rate limit nearing threshold,287
2026-01-14T00:18:30Z,db,INFO,Database query completed,41
2026-01-14T00:21:43Z,api,INFO,Response served from cache,132
2026-01-14T01:01:20Z,api,INFO,Response served from cache,138
2026-01-14T02:02:29Z,api,INFO,HTTP request completed,124
2026-01-14T02:07:33Z,api,INFO,Response served from cache,214
2026-01-14T03:49:17Z,auth,INFO,Identity cache hit,147
2026-01-14T04:55:07Z,payments,INFO,Payment webhook processed,211
2026-01-14T05:12:12Z,db,INFO,Database query completed,63
2026-01-14T05:27:37Z,auth,INFO,Session refreshed,90
2026-01-14T06:09:45Z,auth,INFO,Identity cache hit,107
2026-01-14T06:24:42Z,payments,WARN,Webhook delivery delayed,445
2026-01-14T07:06:09Z,api,INFO,HTTP request completed,123
2026-01-14T07:46:38Z,db,INFO,Connection returned to pool,41
2026-01-14T08:09:01Z,api,WARN,Client rate limit nearing threshold,256
2026-01-14T08:29:28Z,notifications,INFO,Push notification delivered,89
2026-01-14T08:40:45Z,payments,INFO,Payment webhook processed,227
2026-01-14T08:59:05Z,auth,INFO,Session refreshed,106
2026-01-14T09:19:56Z,api,INFO,HTTP request completed,144
2026-01-14T09:51:43Z,auth,INFO,Access token issued,94
2026-01-14T09:56:07Z,payments,INFO,Payment status reconciled,218
2026-01-14T10:59:06Z,payments,INFO,Payment authorization completed,203
2026-01-14T11:26:46Z,api,INFO,API health check passed,123
2026-01-14T11:39:55Z,payments,INFO,Payment authorization completed,182
2026-01-14T12:25:40Z,search,INFO,Search query completed,197
2026-01-14T12:26:41Z,notifications,INFO,Email notification queued,74
2026-01-14T12:35:22Z,auth,WARN,Login rate limit nearing threshold,399
2026-01-14T12:40:20Z,db,INFO,Replica health check passed,68
2026-01-14T13:31:09Z,search,INFO,Search query completed,161
2026-01-14T13:39:03Z,api,WARN,Client rate limit nearing threshold,287
2026-01-14T13:49:52Z,payments,INFO,Payment webhook processed,201
2026-01-14T14:20:58Z,payments,INFO,Payment authorization completed,234
2026-01-14T14:42:31Z,notifications,INFO,Push notification delivered,72
2026-01-14T14:49:49Z,db,INFO,Connection returned to pool,98
2026-01-14T14:53:40Z,db,INFO,Connection returned to pool,51
2026-01-14T15:33:19Z,auth,WARN,Token verification latency elevated,241
2026-01-14T16:08:41Z,search,INFO,Index refresh checkpoint saved,184
2026-01-14T16:19:06Z,api,ERROR,Request handler failed,823
2026-01-14T16:33:02Z,payments,WARN,Webhook delivery delayed,327
2026-01-14T17:08:32Z,search,INFO,Index refresh checkpoint saved,206
2026-01-14T17:29:26Z,notifications,INFO,Notification template rendered,74
2026-01-14T17:33:28Z,db,INFO,Replica health check passed,97
2026-01-14T17:55:41Z,auth,INFO,Session refreshed,103
2026-01-14T18:05:42Z,api,INFO,HTTP request completed,154
2026-01-14T18:15:03Z,api,INFO,HTTP request completed,131
2026-01-14T20:28:57Z,api,WARN,Request queue utilization high,307
2026-01-14T20:29:07Z,payments,INFO,Payment webhook processed,196
2026-01-14T21:03:18Z,payments,INFO,Payment webhook processed,227
2026-01-14T22:15:43Z,auth,INFO,Access token issued,119
